transaction_id,sender_id,receiver_id,amount,timestamp
TX_000245,ACC_0245,ACC_0596,922.50,2026-01-01 04:05:00
TX_000246,ACC_0246,ACC_0613,926.25,2026-01-01 04:06:00
TX_000247,ACC_0247,ACC_0630,930.00,2026-01-01 04:07:00
TX_000248,ACC_0248,ACC_0647,933.75,2026-01-01 04:08:00
TX_000249,ACC_0249,ACC_0664,937.50,2026-01-01 04:09:00
TX_000250,ACC_0250,ACC_0681,3.75,2026-01-01 04:10:00
TX_000251,ACC_0251,ACC_0698,7.50,2026-01-01 04:11:00
TX_000252,ACC_0252,ACC_0715,11.25,2026-01-01 04:12:00
TX_000253,ACC_0253,ACC_0732,15.00,2026-01-01 04:13:00
TX_000254,ACC_0254,ACC_0749,18.75,2026-01-01 04:14:00
TX_000255,ACC_0255,ACC_0766,22.50,2026-01-01 04:15:00
TX_000256,ACC_0256,ACC_0783,26.25,2026-01-01 04:16:00
TX_000257,ACC_0257,ACC_0800,30.00,2026-01-01 04:17:00
TX_000258,ACC_0258,ACC_0817,33.75,2026-01-01 04:18:00
TX_000259,ACC_0259,ACC_0834,37.50,2026-01-01 04:19:00
TX_000260,ACC_0260,ACC_0851,41.25,2026-01-01 04:20:00
TX_000261,ACC_0261,ACC_0868,45.00,2026-01-01 04:21:00
TX_000262,ACC_0262,ACC_0885,48.75,2026-01-01 04:22:00
TX_000263,ACC_0263,ACC_0902,52.50,2026-01-01 04:23:00
TX_000264,ACC_0264,ACC_0919,56.25,2026-01-01 04:24:00
TX_000265,ACC_0265,ACC_0936,60.00,2026-01-01 04:25:00
TX_000266,ACC_0266,ACC_0953,63.75,2026-01-01 04:26:00
TX_000267,ACC_0267,ACC_0970,67.50,2026-01-01 04:27:00
TX_000268,ACC_0268,ACC_0987,71.25,2026-01-01 04:28:00
TX_000269,ACC_0269,ACC_1004,75.00,2026-01-01 04:29:00
TX_000270,ACC_0270,ACC_1021,78.75,2026-01-01 04:30:00
TX_000271,ACC_0271,ACC_1038,82.50,2026-01-01 04:31:00
TX_000272,ACC_0272,ACC_1055,86.25,2026-01-01 04:32:00
TX_000273,ACC_0273,ACC_1072,90.00,2026-01-01 04:33:00
TX_000274,ACC_0274,ACC_1089,93.75,2026-01-01 04:34:00
TX_000275,ACC_0275,ACC_1106,97.50,2026-01-01 04:35:00
TX_000276,ACC_0276,ACC_1123,101.25,2026-01-01 04:36:00
TX_000277,ACC_0277,ACC_1140,105.00,2026-01-01 04:37:00
TX_000278,ACC_0278,ACC_1157,108.75,2026-01-01 04:38:00
TX_000279,ACC_0279,ACC_1174,112.50,2026-01-01 04:39:00
TX_000280,ACC_0280,ACC_1191,116.25,2026-01-01 04:40:00
TX_000281,ACC_0281,ACC_0008,120.00,2026-01-01 04:41:00
TX_000282,ACC_0282,ACC_0025,123.75,2026-01-01 04:42:00
TX_000283,ACC_0283,ACC_0042,127.50,2026-01-01 04:43:00
TX_000284,ACC_0284,ACC_0059,131.25,2026-01-01 04:44:00
TX_000285,ACC_0285,ACC_0076,135.00,2026-01-01 04:45:00
TX_000286,ACC_0286,ACC_0093,138.75,2026-01-01 04:46:00
TX_000287,ACC_0287,ACC_0110,142.50,2026-01-01 04:47:00
TX_000288,ACC_0288,ACC_0127,146.25,2026-01-01 04:48:00
TX_000289,ACC_0289,ACC_0144,150.00,2026-01-01 04:49:00
TX_000290,ACC_0290,ACC_0161,153.75,2026-01-01 04:50:00
TX_000291,ACC_0291,ACC_0178,157.50,2026-01-01 04:51:00
TX_000292,ACC_0292,ACC_0195,161.25,2026-01-01 04:52:00
TX_000293,ACC_0293,ACC_0212,165.00,2026-01-01 04:53:00
TX_000294,ACC_0294,ACC_0229,168.75,2026-01-01 04:54:00
TX_000295,ACC_0295,ACC_0246,172.50,2026-01-01 04:55:00
TX_000296,ACC_0296,ACC_0263,176.25,2026-01-01 04:56:00
TX_000297,ACC_0297,ACC_0280,180.00,2026-01-01 04:57:00
TX_000298,ACC_0298,ACC_0297,183.75,2026-01-01 04:58:00
TX_000299,ACC_0299,ACC_0314,187.50,2026-01-01 04:59:00
TX_000300,ACC_0300,ACC_0331,191.25,2026-01-01 05:00:00
TX_000301,ACC_0301,ACC_0348,195.00,2026-01-01 05:01:00
TX_000302,ACC_0302,ACC_0365,198.75,2026-01-01 05:02:00
TX_000303,ACC_0303,ACC_0382,202.50,2026-01-01 05:03:00
TX_000304,ACC_0304,ACC_0399,206.25,2026-01-01 05:04:00
TX_000305,ACC_0305,ACC_0416,210.00,2026-01-01 05:05:00
TX_000306,ACC_0306,ACC_0433,213.75,2026-01-01 05:06:00
TX_000307,ACC_0307,ACC_0450,217.50,2026-01-01 05:07:00
TX_000308,ACC_0308,ACC_0467,221.25,2026-01-01 05:08:00
TX_000309,ACC_0309,ACC_0484,225.00,2026-01-01 05:09:00
TX_000310,ACC_0310,ACC_0501,228.75,2026-01-01 05:10:00
TX_000311,ACC_0311,ACC_0518,232.50,2026-01-01 05:11:00
TX_000312,ACC_0312,ACC_0535,236.25,2026-01-01 05:12:00
TX_000313,ACC_0313,ACC_0552,240.00,2026-01-01 05:13:00
TX_000314,ACC_0314,ACC_0569,243.75,2026-01-01 05:14:00
TX_000315,ACC_0315,ACC_0586,247.50,2026-01-01 05:15:00
TX_000316,ACC_0316,ACC_0603,251.25,2026-01-01 05:16:00
TX_000317,ACC_0317,ACC_0620,255.00,2026-01-01 05:17:00
TX_000318,ACC_0318,ACC_0637,258.75,2026-01-01 05:18:00
TX_000319,ACC_0319,ACC_0654,262.50,2026-01-01 05:19:00
TX_000320,ACC_0320,ACC_0671,266.25,2026-01-01 05:20:00
TX_000321,ACC_0321,ACC_0688,270.00,2026-01-01 05:21:00
TX_000322,ACC_0322,ACC_0705,273.75,2026-01-01 05:22:00
TX_000323,ACC_0323,ACC_0722,277.50,2026-01-01 05:23:00
TX_000324,ACC_0324,ACC_0739,281.25,2026-01-01 05:24:00
TX_000325,ACC_0325,ACC_0756,285.00,2026-01-01 05:25:00
TX_000326,ACC_0326,ACC_0773,288.75,2026-01-01 05:26:00
TX_000327,ACC_0327,ACC_0790,292.50,2026-01-01 05:27:00
TX_000328,ACC_0328,ACC_0807,296.25,2026-01-01 05:28:00
TX_000329,ACC_0329,ACC_0824,300.00,2026-01-01 05:29:00
TX_000330,ACC_0330,ACC_0841,303.75,2026-01-01 05:30:00
TX_000331,ACC_0331,ACC_0858,307.50,2026-01-01 05:31:00
TX_000332,ACC_0332,ACC_0875,311.25,2026-01-01 05:32:00
TX_000333,ACC_0333,ACC_0892,315.00,2026-01-01 05:33:00
TX_000334,ACC_0334,ACC_0909,318.75,2026-01-01 05:34:00
TX_000335,ACC_0335,ACC_0926,322.50,2026-01-01 05:35:00
TX_000336,ACC_0336,ACC_0943,326.25,2026-01-01 05:36:00
TX_000337,ACC_0337,ACC_0960,330.00,2026-01-01 05:37:00
TX_000338,ACC_0338,ACC_0977,333.75,2026-01-01 05:38:00
TX_000339,ACC_0339,ACC_0994,337.50,2026-01-01 05:39:00
TX_000340,ACC_0340,ACC_1011,341.25,2026-01-01 05:40:00
TX_000341,ACC_0341,ACC_1028,345.00,2026-01-01 05:41:00
TX_000342,ACC_0342,ACC_1045,348.75,2026-01-01 05:42:00
TX_000343,ACC_0343,ACC_1062,352.50,2026-01-01 05:43:00
TX_000344,ACC_0344,ACC_1079,356.25,2026-01-01 05:44:00
TX_000345,ACC_0345,ACC_1096,360.00,2026-01-01 05:45:00
TX_000346,ACC_0346,ACC_1113,363.75,2026-01-01 05:46:00
TX_000347,ACC_0347,ACC_1130,367.50,2026-01-01 05:47:00
TX_000348,ACC_0348,ACC_1147,371.25,2026-01-01 05:48:00
TX_000349,ACC_0349,ACC_1164,375.00,2026-01-01 05:49:00
TX_000350,ACC_0350,ACC_1181,378.75,2026-01-01 05:50:00
TX_000351,ACC_0351,ACC_1198,382.50,2026-01-01 05:51:00
TX_000352,ACC_0352,ACC_0015,386.25,2026-01-01 05:52:00
TX_000353,ACC_0353,ACC_0032,390.00,2026-01-01 05:53:00
TX_000354,ACC_0354,ACC_0049,393.75,2026-01-01 05:54:00
TX_000355,ACC_0355,ACC_0066,397.50,2026-01-01 05:55:00
TX_000356,ACC_0356,ACC_0083,401.25,2026-01-01 05:56:00
TX_000357,ACC_0357,ACC_0100,405.00,2026-01-01 05:57:00
TX_000358,ACC_0358,ACC_0117,408.75,2026-01-01 05:58:00
TX_000359,ACC_0359,ACC_0134,412.50,2026-01-01 05:59:00
TX_000360,ACC_0360,ACC_0151,416.25,2026-01-01 06:00:00
TX_000361,ACC_0361,ACC_0168,420.00,2026-01-01 06:01:00
TX_000362,ACC_0362,ACC_0185,423.75,2026-01-01 06:02:00
TX_000363,ACC_0363,ACC_0202,427.50,2026-01-01 06:03:00
TX_000364,ACC_0364,ACC_0219,431.25,2026-01-01 06:04:00
TX_000365,ACC_0365,ACC_0236,435.00,2026-01-01 06:05:00
TX_000366,ACC_0366,ACC_0253,438.75,2026-01-01 06:06:00
TX_000367,ACC_0367,ACC_0270,442.50,2026-01-01 06:07:00
TX_000368,ACC_0368,ACC_0287,446.25,2026-01-01 06:08:00
TX_000369,ACC_0369,ACC_0304,450.00,2026-01-01 06:09:00
TX_000370,ACC_0370,ACC_0321,453.75,2026-01-01 06:10:00
TX_000371,ACC_0371,ACC_0338,457.50,2026-01-01 06:11:00
TX_000372,ACC_0372,ACC_0355,461.25,2026-01-01 06:12:00
TX_000373,ACC_0373,ACC_0372,465.00,2026-01-01 06:13:00
TX_000374,ACC_0374,ACC_0389,468.75,2026-01-01 06:14:00
TX_000375,ACC_0375,ACC_0406,472.50,2026-01-01 06:15:00
TX_000376,ACC_0376,ACC_0423,476.25,2026-01-01 06:16:00
